661758, 29.78
662759, 29.73
663760, 29.75
664761, 29.79
665762, 29.61
666763, 29.73
667764, 29.94
668765, 29.70
669766, 29.99
670767, 29.85
671768, 29.62
672769, 29.86
673770, 29.70
674771, 29.91
675772, 29.80
676773, 29.75
677774, 29.95
678775, 29.83
679776, 29.65
680777, 29.82
681778, 29.85
682779, 29.77
683780, 29.96
684781, 29.73
685782, 29.93
686783, 29.74
687784, 29.94
688785, 29.82
689786, 29.85
690787, 29.98
691788, 29.68
692789, 29.96
693790, 29.93
694791, 29.89
695792, 29.66
696793, 29.83
697794, 29.74
698795, 29.73
699796, 29.94
700797, 29.89
701798, 29.57
702799, 29.83
703800, 29.95
704801, 29.84
705802, 29.79
706803, 29.76
707804, 29.84
708805, 29.84
709806, 29.97
710807, 29.69
711808, 29.78
712809, 29.84
713810, 29.62
714811, 29.82
715812, 29.91
716813, 29.85
717814, 29.76
718815, 29.74
719816, 29.72
720817, 29.81
721818, 29.89
722819, 29.91
723820, 29.62
724821, 29.78
725822, 29.61
726823, 29.91
727824, 29.74
728825, 29.82
729826, 29.76
730827, 29.80
731828, 30.00
732829, 29.86
733830, 30.01
734831, 29.84
735832, 30.00
736833, 29.83
737834, 29.84
738835, 29.80
739836, 30.00
740837, 29.88
741838, 29.68
742839, 29.80
743840, 29.90
744841, 29.90
745842, 30.09
746843, 29.83
747844, 30.07
748845, 29.81
749846, 29.87
750847, 29.87
751848, 29.70
752849, 29.95
753850, 29.73
754851, 29.91
755852, 30.04
756853, 29.86
757854, 29.84
758855, 29.83
759856, 29.96
760857, 29.87
761858, 29.96
762859, 29.98
763860, 30.06
764861, 29.77
765862, 29.96
766863, 29.78
767864, 29.83
768865, 29.74
769866, 30.00
770867, 29.76
771868, 29.95
772869, 29.79
773870, 29.92
774871, 29.80
775872, 30.02
776873, 29.82
777874, 29.96
778875, 29.80
779876, 29.99
780877, 29.80
781878, 29.60
782879, 29.77
783880, 29.69
784881, 29.79
785882, 29.64
786883, 29.94
787884, 30.00
788885, 29.88
789886, 30.00
790887, 29.82
791888, 29.99
792889, 29.88
793890, 29.66
794891, 29.93
795892, 29.97
796893, 29.75
797894, 29.77
798895, 29.86
799896, 29.97
800897, 29.77
801898, 29.65
802899, 29.84
803900, 29.87
804901, 29.88
805902, 29.87
806903, 29.78
807904, 29.97
808905, 29.90
809906, 29.86
810907, 29.81
811908, 29.95
812909, 29.87
813910, 30.00
814911, 29.91
815912, 29.82
816913, 29.84
817914, 29.58
818915, 29.86
819916, 29.56
820917, 29.77
821918, 29.96
822919, 29.80
823920, 29.72
824921, 29.87
825922, 29.76
826923, 29.85
827924, 29.84
828925, 29.93
829926, 29.99
830927, 29.84
831928, 29.78
832929, 29.89
833930, 29.68
834931, 29.98
835932, 29.96
836933, 29.76
837934, 30.00
838935, 29.86
839936, 29.99
840937, 29.95
841938, 30.01
842939, 29.86
843940, 29.74
844941, 29.91
845942, 29.72
846943, 29.83
847944, 29.67
848945, 29.93
849946, 29.98
850947, 29.86
851948, 29.78
852949, 29.89
853950, 29.93
854951, 29.81
855952, 29.71
856953, 29.92
857954, 29.88
858955, 29.89
859956, 29.88
860957, 29.82
861958, 30.02
862959, 29.84
863960, 29.66
864961, 29.87
865962, 29.96
866963, 29.74
867964, 29.96
868965, 29.78
869966, 29.65
870967, 29.83
871968, 29.82
872969, 29.89
873970, 29.91
874971, 29.98
875972, 29.62
876973, 29.97
877974, 29.92
878975, 29.81
879976, 29.72
880977, 29.98
881978, 29.64
882979, 29.84
883980, 29.82
884981, 29.95
885982, 29.70
886983, 29.89
887984, 30.06
888985, 29.95
889986, 29.68
890987, 29.87
891988, 29.70
892989, 29.92
893990, 29.75
894991, 30.00
895992, 29.94
896993, 29.84
897994, 29.95
898995, 29.89
899996, 29.99
900997, 29.92
901998, 29.79
902999, 29.94
904000, 29.91
905001, 29.98
906002, 29.95
907003, 29.89
908004, 30.04
909005, 30.00
910006, 30.13
911007, 30.00
912008, 30.17
913009, 29.84
914010, 29.95
915011, 30.09
916012, 29.64
917013, 29.91
918014, 30.11
919015, 29.95
920016, 29.75
921017, 29.80
922018, 30.11
923019, 29.93
924020, 29.67
925021, 29.96
926022, 29.72
927023, 29.82
928024, 30.15
929025, 29.88
930026, 29.89
931027, 30.00
932028, 29.92
933029, 29.94
934030, 30.02
935031, 29.98
936032, 29.77
937033, 29.92
938034, 29.98
939035, 29.80
940036, 29.85
941037, 29.90
942038, 29.81
943039, 29.86
944040, 29.97
945041, 29.89
946042, 30.07
947043, 29.94
948044, 30.02
949045, 29.85
950046, 30.13
951047, 29.79
952048, 29.71
953049, 29.98
954050, 29.71
955051, 29.83
956052, 29.93
957053, 29.96
958054, 29.82
959055, 29.95
960056, 30.07
961057, 30.01
962058, 29.95
963059, 29.83
964060, 29.91
965061, 30.02
966062, 30.07
967063, 29.96
968064, 29.97
969065, 30.00
970066, 29.96
971067, 29.95
972068, 29.86
973069, 29.94
974070, 29.98
975071, 29.93
976072, 29.75
977073, 29.92
978074, 29.96
979075, 29.92
980076, 30.05
981077, 29.95
982078, 30.01
983079, 29.90
984080, 29.76
985081, 29.87
986082, 29.84
987083, 30.02
988084, 29.69
989085, 29.93
990086, 29.70
991087, 29.97
992088, 29.76
993089, 29.91
994090, 29.88
995091, 29.71
996092, 29.90
997093, 29.96
998094, 30.11
999095, 30.13
1000096, 29.89
1001097, 29.95
1002098, 30.08
1003099, 29.95
1004100, 29.75
1005101, 29.91
1006102, 30.20
1007103, 30.00
1008104, 30.14
1009105, 30.00
1010106, 29.66
1011107, 29.91
1012108, 29.90
1013109, 29.87
1014110, 30.06
1015111, 29.88
1016112, 29.88
1017113, 30.07
1018114, 29.95
1019115, 30.02
1020116, 29.99
1021117, 29.80
1022118, 30.08
1023119, 29.93
1024120, 29.97
1025121, 29.81
1026122, 29.95
1027123, 29.92
1028124, 29.98
1029125, 29.93
1030126, 30.00
1031127, 29.96
1032128, 29.74
1033129, 29.96
1034130, 30.07
1035131, 29.90
1036132, 29.72
1037133, 29.99
1038134, 30.12
1039135, 30.03
1040136, 30.06
1041137, 29.96
1042138, 29.71
1043139, 29.96
1044140, 30.20
1045141, 29.90
1046142, 29.74
1047143, 29.90
1048144, 29.96
1049145, 29.95
1050146, 29.75
1051147, 29.89
1052148, 30.09
1053149, 29.88
1054150, 29.84
1055151, 29.90
1056152, 29.86
1057153, 29.84
1058154, 30.01
1059155, 29.95
1060156, 30.04
1061157, 29.97
1062158, 29.84
1063159, 29.89
1064160, 29.71
1065161, 29.89
1066162, 30.10
1067163, 29.89
1068164, 29.84
1069165, 29.94
1070166, 29.73
1071167, 30.02
1072168, 29.86
1073169, 30.00
1074170, 30.01
1075171, 29.88
1076172, 30.05
1077173, 29.98
1078174, 29.98
1079175, 29.93
1080176, 29.74
1081177, 29.87
1082178, 29.96
1083179, 29.99
1084180, 29.79
1085181, 29.86
1086182, 29.84
1087183, 29.92
1088184, 29.88
1089185, 29.85
1090186, 30.04
1091187, 29.89
1092188, 29.80
1093189, 29.92
1094190, 29.81
1095191, 29.86
1096192, 29.81
1097193, 29.89
1098194, 29.70
1099195, 29.95
1100196, 30.26
1101197, 30.08
1102198, 30.07
1103199, 29.90
1104200, 30.04
1105201, 29.95
1106202, 29.97
1107203, 29.95
1108204, 30.04
1109205, 30.01
1110206, 29.88
1111207, 30.04
1112208, 29.92
1113209, 30.04
1114210, 30.12
1115211, 29.86
1116212, 29.81
1117213, 29.99
1118214, 29.82
1119215, 29.95
1120216, 30.21
1121217, 30.34
1122218, 30.43
1123219, 30.18
1124220, 30.18
1125221, 30.69
1126222, 30.67
1127223, 30.49
1128224, 30.46
1129225, 30.27
1130226, 31.13
1131227, 31.63
1132228, 31.36
1133229, 30.87
1134230, 30.84
1135231, 30.75
1136232, 30.90
1137233, 30.79
1138234, 30.82
1139235, 30.70
1140236, 30.87
1141237, 30.77
1142238, 30.52
1143239, 30.72
1144240, 30.71
1145241, 30.81
1146242, 30.81
1147243, 30.86
1148244, 30.77
1149245, 30.71
1150246, 30.81
1151247, 30.80
1152248, 30.85
1153249, 30.76
1154250, 30.69
1155251, 30.74
1156252, 30.57
1157253, 30.58
1158254, 30.77
1159255, 30.68
1160256, 30.68
1161257, 30.78
1162258, 30.70
1163259, 30.74
1164260, 30.52
1165261, 30.63
1166262, 30.63
1167263, 30.68
1168264, 30.55
1169265, 30.77
1170266, 30.49
1171267, 30.66
1172268, 30.57
1173269, 30.66
1174270, 30.76
1175271, 30.69
1176272, 30.51
1177273, 30.63
1178274, 30.44
1179275, 30.69
1180276, 30.78
1181277, 30.68
1182278, 30.71
1183279, 30.50
1184280, 30.79
1185281, 30.57
1186282, 30.71
1187283, 30.43
1188284, 30.58
1189285, 30.55
1190286, 30.41
1191287, 30.50
1192288, 30.66
1193289, 30.48
1194290, 30.58
1195291, 30.51
1196292, 30.27
1197293, 30.48
1198294, 30.67
1199295, 30.55
